topic_id,topic_title,journal_key,journal,paper_id,title,publication_date,year,doi,openalex_id,landing_page,oa_url,is_oa,source_pdf_url,pdf_path,relevance_score,cited_by_count,method_hits,task_hits,query_hit
p4_resilience_distribution_planning,Resilience-Oriented Distribution Network Planning with Hybrid Multi-Objective Evolution and Scenario-Based DER Uncertainty,energies,Energies,tj_p4_resilience_distribution_planning_11_multi_objective_collaborative_optimization_of_dist,Multi-Objective Collaborative Optimization of Distribution Networks with Energy Storage and Electric Vehicles Using an Improved NSGA-II Algorithm,2025-10-02,2025,https://doi.org/10.3390/en18195232,https://doi.org/10.3390/en18195232,https://doi.org/10.3390/en18195232,https://doi.org/10.3390/en18195232,false,https://mdpi-res.com/d_attachment/energies/energies-18-05232/article_deploy/energies-18-05232.pdf,papers/literature/target_journal_related/pdfs/p4_resilience_distribution_planning/p4_resilience_distribution_planning__11__multi_objective_collaborative_optimization_of_distribut__14c0d4d209.pdf,0,6,multi-objective; optimization,distribution network; planning; DER; renewable,resilience distribution network planning multi-objective
p4_resilience_distribution_planning,Resilience-Oriented Distribution Network Planning with Hybrid Multi-Objective Evolution and Scenario-Based DER Uncertainty,energies,Energies,tj_p4_resilience_distribution_planning_03_a_differential_planning_strategy_for_distribution,A Differential Planning Strategy for Distribution Network Resilience Enhancement Considering Decision Dependence Uncertainty,2025-12-03,2025,https://doi.org/10.3390/en18236353,https://doi.org/10.3390/en18236353,https://doi.org/10.3390/en18236353,https://doi.org/10.3390/en18236353,false,https://mdpi-res.com/d_attachment/energies/energies-18-06353/article_deploy/energies-18-06353.pdf,papers/literature/target_journal_related/pdfs/p4_resilience_distribution_planning/p4_resilience_distribution_planning__03__a_differential_planning_strategy_for_distribution_netwo__ec280c8734.pdf,0,2,resilience; scenario; uncertainty,distribution network; planning; resilience; DER; uncertainty,resilience distribution network planning multi-objective
p4_resilience_distribution_planning,Resilience-Oriented Distribution Network Planning with Hybrid Multi-Objective Evolution and Scenario-Based DER Uncertainty,energies,Energies,tj_p4_resilience_distribution_planning_01_a_distributed_energy_storage_based_planning_method,A Distributed Energy Storage-Based Planning Method for Enhancing Distribution Network Resilience,2026-01-22,2026,https://doi.org/10.3390/en19020574,https://doi.org/10.3390/en19020574,https://doi.org/10.3390/en19020574,https://doi.org/10.3390/en19020574,false,https://mdpi-res.com/d_attachment/energies/energies-19-00574/article_deploy/energies-19-00574.pdf,papers/literature/target_journal_related/pdfs/p4_resilience_distribution_planning/p4_resilience_distribution_planning__01__a_distributed_energy_storage_based_planning_method_for__b115741548.pdf,0,2,resilience; multi-objective; scenario; uncertainty; optimization,distribution network; planning; resilience; DER; renewable; uncertainty,resilience distribution network planning multi-objective
p4_resilience_distribution_planning,Resilience-Oriented Distribution Network Planning with Hybrid Multi-Objective Evolution and Scenario-Based DER Uncertainty,energies,Energies,tj_p4_resilience_distribution_planning_05_uncertainty_aware_planning_of_ev_charging_infrastr,Uncertainty-Aware Planning of EV Charging Infrastructure and Renewable Integration in Distribution Networks: A Review,2026-02-24,2026,https://doi.org/10.3390/en19051131,https://doi.org/10.3390/en19051131,https://doi.org/10.3390/en19051131,https://doi.org/10.3390/en19051131,false,https://mdpi-res.com/d_attachment/energies/energies-19-01131/article_deploy/energies-19-01131.pdf,papers/literature/target_journal_related/pdfs/p4_resilience_distribution_planning/p4_resilience_distribution_planning__05__uncertainty_aware_planning_of_ev_charging_infrastructur__25b42f4159.pdf,0,4,uncertainty; optimization,distribution network; planning; DER; renewable; uncertainty,resilient distribution network planning DER uncertainty
p5_hybrid_moea_feasibility_review,Investment Effectiveness Optimization Strategy Based on Hybrid Multi-Objective Evolution for Power Grid Feasibility Review,applied_sciences,Applied Sciences,tj_p5_hybrid_moea_feasibility_review_11_multi_stage_coordinated_planning_for_transmission,Multi-Stage Coordinated Planning for Transmission and Energy Storage Considering Large-Scale Renewable Energy Integration,2024-07-25,2024,https://doi.org/10.3390/app14156486,https://doi.org/10.3390/app14156486,https://doi.org/10.3390/app14156486,https://doi.org/10.3390/app14156486,false,https://mdpi-res.com/d_attachment/applsci/applsci-14-06486/article_deploy/applsci-14-06486.pdf,papers/literature/target_journal_related/pdfs/p5_hybrid_moea_feasibility_review/p5_hybrid_moea_feasibility_review__11__multi_stage_coordinated_planning_for_transmission_and_ene__b1f7d8b067.pdf,0,14,investment,investment; planning,electric power investment planning multi-criteria
p5_hybrid_moea_feasibility_review,Investment Effectiveness Optimization Strategy Based on Hybrid Multi-Objective Evolution for Power Grid Feasibility Review,applied_sciences,Applied Sciences,tj_p5_hybrid_moea_feasibility_review_10_interruption_cost_estimation_for_value_based_relia,Interruption Cost Estimation for Value-Based Reliability Investment in Emerging Smart Grid Resources,2024-09-25,2024,https://doi.org/10.3390/app14198651,https://doi.org/10.3390/app14198651,https://doi.org/10.3390/app14198651,https://doi.org/10.3390/app14198651,false,https://mdpi-res.com/d_attachment/applsci/applsci-14-08651/article_deploy/applsci-14-08651.pdf,papers/literature/target_journal_related/pdfs/p5_hybrid_moea_feasibility_review/p5_hybrid_moea_feasibility_review__10__interruption_cost_estimation_for_value_based_reliability__74f1b41184.pdf,0,2,investment,investment; reliability,grid investment portfolio optimization reliability
p5_hybrid_moea_feasibility_review,Investment Effectiveness Optimization Strategy Based on Hybrid Multi-Objective Evolution for Power Grid Feasibility Review,applied_sciences,Applied Sciences,tj_p5_hybrid_moea_feasibility_review_06_optimal_planning_and_investment_return_analysis_of,Optimal Planning and Investment Return Analysis of Grid-Side Energy Storage System Addressing Multi-Dimensional Grid Security Requirements,2025-11-10,2025,https://doi.org/10.3390/app152211944,https://doi.org/10.3390/app152211944,https://doi.org/10.3390/app152211944,https://doi.org/10.3390/app152211944,false,https://mdpi-res.com/d_attachment/applsci/applsci-15-11944/article_deploy/applsci-15-11944.pdf,papers/literature/target_journal_related/pdfs/p5_hybrid_moea_feasibility_review/p5_hybrid_moea_feasibility_review__06__optimal_planning_and_investment_return_analysis_of_grid_s__c063931595.pdf,0,0,investment,investment; planning,power grid feasibility review investment decision
p5_hybrid_moea_feasibility_review,Investment Effectiveness Optimization Strategy Based on Hybrid Multi-Objective Evolution for Power Grid Feasibility Review,energies,Energies,tj_p5_hybrid_moea_feasibility_review_03_a_novel_hybrid_power_grid_investment_optimization,A Novel Hybrid Power-Grid Investment Optimization Model with Collaborative Consideration of Risk and Benefit,2023-10-23,2023,https://doi.org/10.3390/en16207215,https://doi.org/10.3390/en16207215,https://doi.org/10.3390/en16207215,https://doi.org/10.3390/en16207215,false,https://mdpi-res.com/d_attachment/energies/energies-16-07215/article_deploy/energies-16-07215.pdf,papers/literature/target_journal_related/pdfs/p5_hybrid_moea_feasibility_review/p5_hybrid_moea_feasibility_review__03__a_novel_hybrid_power_grid_investment_optimization_model_w__1b76a815c6.pdf,0,2,investment; portfolio; optimization,investment; project; portfolio,power grid investment effectiveness optimization
p5_hybrid_moea_feasibility_review,Investment Effectiveness Optimization Strategy Based on Hybrid Multi-Objective Evolution for Power Grid Feasibility Review,energies,Energies,tj_p5_hybrid_moea_feasibility_review_09_multi_objective_optimization_for_the_low_carbon_op,Multi-Objective Optimization for the Low-Carbon Operation of Integrated Energy Systems Based on an Improved Genetic Algorithm,2025-04-29,2025,https://doi.org/10.3390/en18092283,https://doi.org/10.3390/en18092283,https://doi.org/10.3390/en18092283,https://doi.org/10.3390/en18092283,false,https://mdpi-res.com/d_attachment/energies/energies-18-02283/article_deploy/energies-18-02283.pdf,papers/literature/target_journal_related/pdfs/p5_hybrid_moea_feasibility_review/p5_hybrid_moea_feasibility_review__09__multi_objective_optimization_for_the_low_carbon_operation__d95461af17.pdf,0,9,multi-objective; feasibility; optimization,feasibility; reliability,power grid project investment multi-objective optimization
p5_hybrid_moea_feasibility_review,Investment Effectiveness Optimization Strategy Based on Hybrid Multi-Objective Evolution for Power Grid Feasibility Review,energies,Energies,tj_p5_hybrid_moea_feasibility_review_12_multi_objective_optimization_of_energy_storage_sta,Multi-Objective Optimization of Energy Storage Station Configuration in Power Grids Considering the Flexibility of Thermal Load Control,2025-05-14,2025,https://doi.org/10.3390/en18102527,https://doi.org/10.3390/en18102527,https://doi.org/10.3390/en18102527,https://doi.org/10.3390/en18102527,false,https://mdpi-res.com/d_attachment/energies/energies-18-02527/article_deploy/energies-18-02527.pdf,papers/literature/target_journal_related/pdfs/p5_hybrid_moea_feasibility_review/p5_hybrid_moea_feasibility_review__12__multi_objective_optimization_of_energy_storage_station_co__098de18b83.pdf,0,3,multi-objective; optimization,planning,power grid project investment multi-objective optimization
p5_hybrid_moea_feasibility_review,Investment Effectiveness Optimization Strategy Based on Hybrid Multi-Objective Evolution for Power Grid Feasibility Review,energies,Energies,tj_p5_hybrid_moea_feasibility_review_04_optimization_of_grid_connected_and_off_grid_hybrid,Optimization of Grid-Connected and Off-Grid Hybrid Energy Systems for a Greenhouse Facility,2025-09-04,2025,https://doi.org/10.3390/en18174712,https://doi.org/10.3390/en18174712,https://doi.org/10.3390/en18174712,https://doi.org/10.3390/en18174712,false,https://mdpi-res.com/d_attachment/energies/energies-18-04712/article_deploy/energies-18-04712.pdf,papers/literature/target_journal_related/pdfs/p5_hybrid_moea_feasibility_review/p5_hybrid_moea_feasibility_review__04__optimization_of_grid_connected_and_off_grid_hybrid_energy__4c312a5bb7.pdf,0,2,investment; feasibility; optimization,investment; feasibility,grid investment portfolio optimization reliability
p5_hybrid_moea_feasibility_review,Investment Effectiveness Optimization Strategy Based on Hybrid Multi-Objective Evolution for Power Grid Feasibility Review,energies,Energies,tj_p5_hybrid_moea_feasibility_review_07_multi_timescale_coordinated_planning_of_wind_solar,"Multi-Timescale Coordinated Planning of Wind, Solar, and Energy Storage Considering Generalized Adequacy",2025-09-22,2025,https://doi.org/10.3390/en18185024,https://doi.org/10.3390/en18185024,https://doi.org/10.3390/en18185024,https://doi.org/10.3390/en18185024,false,https://mdpi-res.com/d_attachment/energies/energies-18-05024/article_deploy/energies-18-05024.pdf,papers/literature/target_journal_related/pdfs/p5_hybrid_moea_feasibility_review/p5_hybrid_moea_feasibility_review__07__multi_timescale_coordinated_planning_of_wind_solar_and_en__872293ee4b.pdf,0,2,portfolio,planning; portfolio,electric power investment planning multi-criteria
p5_hybrid_moea_feasibility_review,Investment Effectiveness Optimization Strategy Based on Hybrid Multi-Objective Evolution for Power Grid Feasibility Review,energies,Energies,tj_p5_hybrid_moea_feasibility_review_08_a_hybrid_heuristic_benders_method_for_wind_hydroge,A Hybrid Heuristic–Benders Method for Wind–Hydrogen Investment Planning with Non-Analytical Cost Functions,2026-04-30,2026,https://doi.org/10.3390/en19092172,https://doi.org/10.3390/en19092172,https://doi.org/10.3390/en19092172,https://doi.org/10.3390/en19092172,false,https://mdpi-res.com/d_attachment/energies/energies-19-02172/article_deploy/energies-19-02172.pdf,papers/literature/target_journal_related/pdfs/p5_hybrid_moea_feasibility_review/p5_hybrid_moea_feasibility_review__08__a_hybrid_heuristic_benders_method_for_wind_hydrogen_inves__da1f9c84c8.pdf,0,1,investment; optimization,investment; planning,electric power investment planning multi-criteria
p5_hybrid_moea_feasibility_review,Investment Effectiveness Optimization Strategy Based on Hybrid Multi-Objective Evolution for Power Grid Feasibility Review,energies,Energies,tj_p5_hybrid_moea_feasibility_review_02_a_secondary_data_driven_decision_support_framework,A Secondary-Data-Driven Decision Support Framework for Strategic Energy Investment Prioritization: An Explainable Multi-Criteria Application Across Countries,2026-07-09,2026,https://doi.org/10.3390/en19143243,https://doi.org/10.3390/en19143243,https://doi.org/10.3390/en19143243,https://doi.org/10.3390/en19143243,false,https://mdpi-res.com/d_attachment/energies/energies-19-03243/article_deploy/energies-19-03243.pdf,papers/literature/target_journal_related/pdfs/p5_hybrid_moea_feasibility_review/p5_hybrid_moea_feasibility_review__02__a_secondary_data_driven_decision_support_framework_for_st__fc9ef6cebc.pdf,0,0,investment; multi-criteria; feasibility,investment; feasibility; project,electric power investment planning multi-criteria
p6_nsga_bls_feasibility_review,A Non-Dominated Sorting and Bidirectional Local Search Multi-Objective Evolution Algorithm for Investment Effectiveness Review of Power Grid Projects,applied_sciences,Applied Sciences,tj_p6_nsga_bls_feasibility_review_08_comprehensive_energy_analysis_of_vehicle_to_grid_v,Comprehensive Energy Analysis of Vehicle-to-Grid (V2G) Integration with the Power Grid: A Systemic Approach Incorporating Integrated Resource Planning Methodology,2023-10-10,2023,https://doi.org/10.3390/app132011119,https://doi.org/10.3390/app132011119,https://doi.org/10.3390/app132011119,https://doi.org/10.3390/app132011119,false,https://mdpi-res.com/d_attachment/applsci/applsci-13-11119/article_deploy/applsci-13-11119.pdf,papers/literature/target_journal_related/pdfs/p6_nsga_bls_feasibility_review/p6_nsga_bls_feasibility_review__08__comprehensive_energy_analysis_of_vehicle_to_grid_v2g_integra__403dde93d4.pdf,0,16,,planning; power grid,NSGA power grid planning investment
p6_nsga_bls_feasibility_review,A Non-Dominated Sorting and Bidirectional Local Search Multi-Objective Evolution Algorithm for Investment Effectiveness Review of Power Grid Projects,applied_sciences,Applied Sciences,tj_p6_nsga_bls_feasibility_review_09_multi_stage_coordinated_planning_for_transmission,Multi-Stage Coordinated Planning for Transmission and Energy Storage Considering Large-Scale Renewable Energy Integration,2024-07-25,2024,https://doi.org/10.3390/app14156486,https://doi.org/10.3390/app14156486,https://doi.org/10.3390/app14156486,https://doi.org/10.3390/app14156486,false,https://mdpi-res.com/d_attachment/applsci/applsci-14-06486/article_deploy/applsci-14-06486.pdf,papers/literature/target_journal_related/pdfs/p6_nsga_bls_feasibility_review/p6_nsga_bls_feasibility_review__09__multi_stage_coordinated_planning_for_transmission_and_energy__b1f7d8b067.pdf,0,14,,investment; planning,NSGA power grid planning investment
p6_nsga_bls_feasibility_review,A Non-Dominated Sorting and Bidirectional Local Search Multi-Objective Evolution Algorithm for Investment Effectiveness Review of Power Grid Projects,applied_sciences,Applied Sciences,tj_p6_nsga_bls_feasibility_review_02_optimal_planning_and_investment_return_analysis_of,Optimal Planning and Investment Return Analysis of Grid-Side Energy Storage System Addressing Multi-Dimensional Grid Security Requirements,2025-11-10,2025,https://doi.org/10.3390/app152211944,https://doi.org/10.3390/app152211944,https://doi.org/10.3390/app152211944,https://doi.org/10.3390/app152211944,false,https://mdpi-res.com/d_attachment/applsci/applsci-15-11944/article_deploy/applsci-15-11944.pdf,papers/literature/target_journal_related/pdfs/p6_nsga_bls_feasibility_review/p6_nsga_bls_feasibility_review__02__optimal_planning_and_investment_return_analysis_of_grid_side__c063931595.pdf,0,0,,investment; planning; power grid,NSGA power grid planning investment
p6_nsga_bls_feasibility_review,A Non-Dominated Sorting and Bidirectional Local Search Multi-Objective Evolution Algorithm for Investment Effectiveness Review of Power Grid Projects,electronics,Electronics,tj_p6_nsga_bls_feasibility_review_07_quantitative_evaluation_of_crucial_substations_and,Quantitative Evaluation of Crucial Substations and Simulation-Driven Impact Assessment of Commissioning Delays in Multi-Voltage Grid Planning,2025-06-29,2025,https://doi.org/10.3390/electronics14132633,https://doi.org/10.3390/electronics14132633,https://doi.org/10.3390/electronics14132633,https://doi.org/10.3390/electronics14132633,false,https://mdpi-res.com/d_attachment/electronics/electronics-14-02633/article_deploy/electronics-14-02633.pdf,papers/literature/target_journal_related/pdfs/p6_nsga_bls_feasibility_review/p6_nsga_bls_feasibility_review__07__quantitative_evaluation_of_crucial_substations_and_simulatio__f316911d85.pdf,0,0,,investment; planning; power grid,NSGA power grid planning investment
p6_nsga_bls_feasibility_review,A Non-Dominated Sorting and Bidirectional Local Search Multi-Objective Evolution Algorithm for Investment Effectiveness Review of Power Grid Projects,energies,Energies,tj_p6_nsga_bls_feasibility_review_06_a_novel_hybrid_power_grid_investment_optimization,A Novel Hybrid Power-Grid Investment Optimization Model with Collaborative Consideration of Risk and Benefit,2023-10-23,2023,https://doi.org/10.3390/en16207215,https://doi.org/10.3390/en16207215,https://doi.org/10.3390/en16207215,https://doi.org/10.3390/en16207215,false,https://mdpi-res.com/d_attachment/energies/energies-16-07215/article_deploy/energies-16-07215.pdf,papers/literature/target_journal_related/pdfs/p6_nsga_bls_feasibility_review/p6_nsga_bls_feasibility_review__06__a_novel_hybrid_power_grid_investment_optimization_model_with__1b76a815c6.pdf,0,2,portfolio,investment; project; portfolio,non-dominated sorting power grid investment
p6_nsga_bls_feasibility_review,A Non-Dominated Sorting and Bidirectional Local Search Multi-Objective Evolution Algorithm for Investment Effectiveness Review of Power Grid Projects,energies,Energies,tj_p6_nsga_bls_feasibility_review_01_multi_objective_optimization_of_offshore_wind_farm,Multi-Objective Optimization of Offshore Wind Farm Configuration for Energy Storage Based on NSGA-II,2025-06-10,2025,https://doi.org/10.3390/en18123061,https://doi.org/10.3390/en18123061,https://doi.org/10.3390/en18123061,https://doi.org/10.3390/en18123061,false,https://mdpi-res.com/d_attachment/energies/energies-18-03061/article_deploy/energies-18-03061.pdf,papers/literature/target_journal_related/pdfs/p6_nsga_bls_feasibility_review/p6_nsga_bls_feasibility_review__01__multi_objective_optimization_of_offshore_wind_farm_configura__84ad7c978c.pdf,0,4,non-dominated sorting; nsga; multi-objective,investment; project; power grid,power grid project portfolio optimization NSGA
p6_nsga_bls_feasibility_review,A Non-Dominated Sorting and Bidirectional Local Search Multi-Objective Evolution Algorithm for Investment Effectiveness Review of Power Grid Projects,energies,Energies,tj_p6_nsga_bls_feasibility_review_05_a_two_tier_planning_approach_for_hybrid_energy_sto,A Two-Tier Planning Approach for Hybrid Energy Storage Systems Considering Grid Power Flexibility in New Energy High-Penetration Grids,2025-09-19,2025,https://doi.org/10.3390/en18184986,https://doi.org/10.3390/en18184986,https://doi.org/10.3390/en18184986,https://doi.org/10.3390/en18184986,false,https://mdpi-res.com/d_attachment/energies/energies-18-04986/article_deploy/energies-18-04986.pdf,papers/literature/target_journal_related/pdfs/p6_nsga_bls_feasibility_review/p6_nsga_bls_feasibility_review__05__a_two_tier_planning_approach_for_hybrid_energy_storage_syste__0e00a23b09.pdf,0,2,,investment; planning; power grid,NSGA power grid planning investment
p6_nsga_bls_feasibility_review,A Non-Dominated Sorting and Bidirectional Local Search Multi-Objective Evolution Algorithm for Investment Effectiveness Review of Power Grid Projects,energies,Energies,tj_p6_nsga_bls_feasibility_review_11_multi_objective_optimization_of_load_flow_in_power,Multi-Objective Optimization of Load Flow in Power Systems: An Overview,2025-11-20,2025,https://doi.org/10.3390/en18226056,https://doi.org/10.3390/en18226056,https://doi.org/10.3390/en18226056,https://doi.org/10.3390/en18226056,false,https://mdpi-res.com/d_attachment/energies/energies-18-06056/article_deploy/energies-18-06056.pdf,papers/literature/target_journal_related/pdfs/p6_nsga_bls_feasibility_review/p6_nsga_bls_feasibility_review__11__multi_objective_optimization_of_load_flow_in_power_systems_a__a52cc70f0b.pdf,0,6,multi-objective,planning,local search multi-objective power system planning
p6_nsga_bls_feasibility_review,A Non-Dominated Sorting and Bidirectional Local Search Multi-Objective Evolution Algorithm for Investment Effectiveness Review of Power Grid Projects,energies,Energies,tj_p6_nsga_bls_feasibility_review_03_bi_objective_resilient_backbone_grid_planning_via,Bi-Objective Resilient Backbone-Grid Planning via a Three-Stage TER-NSGA-II Approach Considering Pumped-Storage Hub Effects,2026-06-10,2026,https://doi.org/10.3390/en19122798,https://doi.org/10.3390/en19122798,https://doi.org/10.3390/en19122798,https://doi.org/10.3390/en19122798,false,https://mdpi-res.com/d_attachment/energies/energies-19-02798/article_deploy/energies-19-02798.pdf,papers/literature/target_journal_related/pdfs/p6_nsga_bls_feasibility_review/p6_nsga_bls_feasibility_review__03__bi_objective_resilient_backbone_grid_planning_via_a_three_st__90d73ce782.pdf,0,0,nsga; evolutionary,planning; power grid,NSGA power grid planning investment
