paper,experiment_id,method,method_role,repeat,hypervolume_proxy,constraint_violation_rate,investment_cost_index,loss_index,voltage_risk,hosting_capacity,der_readiness,flexibility_ratio,subnet_coverage,kind_diversity,reliability_proxy,survivability_rate,expected_loss_index,portfolio_size,runtime_s,source_status
p3,storage_allocation,Standard DE,baseline,1,0.51745940,0.06700192,0.95972599,0.12109994,0.18240463,0.00295730,0.53763441,0.22222222,1.00000000,0.50000000,0.95060797,1.00000000,0.12109994,9,0.00010840,public_simbench_der_storage_stress_v5
p3,storage_allocation,Standard DE,baseline,2,0.60069424,0.05986254,0.96335045,0.12043589,0.18417377,0.00517290,0.82437276,0.44444444,1.00000000,0.75000000,0.80325643,0.91178576,0.12362314,9,0.00010710,public_simbench_der_storage_stress_v5
p3,storage_allocation,Standard DE,baseline,3,0.52606762,0.06783983,0.86530312,0.11777516,0.18619091,0.00186171,0.63508065,0.25000000,1.00000000,1.00000000,0.81983398,0.93891151,0.11993357,8,0.00011590,public_simbench_der_storage_stress_v5
p3,storage_allocation,PSO,baseline,1,0.58993581,0.06678298,0.91846280,0.11762038,0.18515285,0.00187215,0.85125448,0.44444444,1.00000000,1.00000000,0.76741089,0.89878875,0.12119173,9,0.00010590,public_simbench_der_storage_stress_v5
p3,storage_allocation,PSO,baseline,2,0.58649048,0.06244288,0.88223079,0.12173989,0.18345126,0.00333799,0.78853047,0.44444444,1.00000000,0.75000000,0.81994622,0.93586404,0.12408226,9,0.00010350,public_simbench_der_storage_stress_v5
p3,storage_allocation,PSO,baseline,3,0.54831491,0.06440527,0.81188024,0.12198751,0.18537377,0.00331583,0.72580645,0.37500000,1.00000000,0.75000000,0.79740975,0.90223618,0.12556530,8,0.00011300,public_simbench_der_storage_stress_v5
p3,storage_allocation,GA,baseline,1,0.57805111,0.06189280,0.95739641,0.12009111,0.18553548,0.00480149,0.84677419,0.50000000,1.00000000,0.75000000,0.73184526,0.84144346,0.12580348,8,0.00011210,public_simbench_der_storage_stress_v5
p3,storage_allocation,GA,baseline,2,0.56283489,0.06238868,0.95066394,0.12113648,0.18272852,0.00296658,0.75268817,0.44444444,1.00000000,0.50000000,0.83017791,0.95018841,0.12294668,9,0.00010360,public_simbench_der_storage_stress_v5
p3,storage_allocation,GA,baseline,3,0.54887294,0.06437374,0.81237463,0.12198024,0.18537377,0.00333335,0.72580645,0.37500000,1.00000000,0.75000000,0.79851839,0.90404697,0.12549155,8,0.00011430,public_simbench_der_storage_stress_v5
p3,storage_allocation,Weighted Sum,baseline,1,0.45136867,0.07733066,0.40383498,0.12599887,0.19240373,0.00004059,1.00000000,1.00000000,1.00000000,0.25000000,0.40454356,0.50908782,0.14455519,7,0.00007310,public_simbench_der_storage_stress_v5
p3,storage_allocation,Weighted Sum,baseline,2,0.45136867,0.07733066,0.40383498,0.12599887,0.19240373,0.00004059,1.00000000,1.00000000,1.00000000,0.25000000,0.40454356,0.50908782,0.14455519,7,0.00007190,public_simbench_der_storage_stress_v5
p3,storage_allocation,Weighted Sum,baseline,3,0.45136867,0.07733066,0.40383498,0.12599887,0.19240373,0.00004059,1.00000000,1.00000000,1.00000000,0.25000000,0.40454356,0.50908782,0.14455519,7,0.00007130,public_simbench_der_storage_stress_v5
p3,storage_allocation,Ablation-NoRepair,ablation,1,0.53256641,0.24289685,1.18778483,0.11826260,0.18208908,0.00665392,0.77419355,0.40000000,1.00000000,0.75000000,0.87954983,0.98850929,0.11867028,10,0.00007020,public_simbench_der_storage_stress_v5
p3,storage_allocation,Ablation-NoRepair,ablation,2,0.53256641,0.24289685,1.18778483,0.11826260,0.18208908,0.00665392,0.77419355,0.40000000,1.00000000,0.75000000,0.87954983,0.98850929,0.11867028,10,0.00007070,public_simbench_der_storage_stress_v5
p3,storage_allocation,Ablation-NoRepair,ablation,3,0.53256641,0.24289685,1.18778483,0.11826260,0.18208908,0.00665392,0.77419355,0.40000000,1.00000000,0.75000000,0.87954983,0.98850929,0.11867028,10,0.00007030,public_simbench_der_storage_stress_v5
p3,storage_allocation,Ablation-FixedDE,ablation,1,0.55082061,0.06381508,0.81989813,0.12092478,0.18814318,0.00518228,0.82949309,0.42857143,1.00000000,0.75000000,0.70323452,0.79982898,0.12818647,7,0.00009900,public_simbench_der_storage_stress_v5
p3,storage_allocation,Ablation-FixedDE,ablation,2,0.56332113,0.06136538,0.96462327,0.11903848,0.18834244,0.00665392,0.96774194,0.57142857,0.83333333,0.75000000,0.63462126,0.73450929,0.12851956,7,0.00009980,public_simbench_der_storage_stress_v5
p3,storage_allocation,Ablation-FixedDE,ablation,3,0.56332113,0.06136538,0.96462327,0.11903848,0.18834244,0.00665392,0.96774194,0.57142857,0.83333333,0.75000000,0.63462126,0.73450929,0.12851956,7,0.00012280,public_simbench_der_storage_stress_v5
p3,storage_allocation,Ablation-NoDiversity,ablation,1,0.46666195,0.07069762,0.59089958,0.12324902,0.19240373,0.00372562,1.00000000,1.00000000,1.00000000,0.25000000,0.39954440,0.50092252,0.14170226,7,0.00007430,public_simbench_der_storage_stress_v5
p3,storage_allocation,Ablation-NoDiversity,ablation,2,0.46666195,0.07069762,0.59089958,0.12324902,0.19240373,0.00372562,1.00000000,1.00000000,1.00000000,0.25000000,0.39954440,0.50092252,0.14170226,7,0.00007240,public_simbench_der_storage_stress_v5
p3,storage_allocation,Ablation-NoDiversity,ablation,3,0.46666195,0.07069762,0.59089958,0.12324902,0.19240373,0.00372562,1.00000000,1.00000000,1.00000000,0.25000000,0.39954440,0.50092252,0.14170226,7,0.00007150,public_simbench_der_storage_stress_v5
p3,storage_allocation,Ablation-NoDER,ablation,1,0.39779541,0.11719148,0.74387187,0.12462400,0.17995922,0.00000000,0.32258065,0.00000000,1.00000000,0.25000000,1.00000000,1.00000000,0.12462400,10,0.00004820,public_simbench_der_storage_stress_v5
p3,storage_allocation,Ablation-NoDER,ablation,2,0.39779541,0.11719148,0.74387187,0.12462400,0.17995922,0.00000000,0.32258065,0.00000000,1.00000000,0.25000000,1.00000000,1.00000000,0.12462400,10,0.00004750,public_simbench_der_storage_stress_v5
p3,storage_allocation,Ablation-NoDER,ablation,3,0.39779541,0.11719148,0.74387187,0.12462400,0.17995922,0.00000000,0.32258065,0.00000000,1.00000000,0.25000000,1.00000000,1.00000000,0.12462400,10,0.00004680,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,CARS-MODE,proposed,1,0.56332113,0.06136538,0.96462327,0.11903848,0.18834244,0.00665392,0.96774194,0.57142857,0.83333333,0.75000000,0.63462126,0.73450929,0.12851956,7,0.00005490,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,CARS-MODE,proposed,2,0.56332113,0.06136538,0.96462327,0.11903848,0.18834244,0.00665392,0.96774194,0.57142857,0.83333333,0.75000000,0.63462126,0.73450929,0.12851956,7,0.00005290,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,CARS-MODE,proposed,3,0.56332113,0.06136538,0.96462327,0.11903848,0.18834244,0.00665392,0.96774194,0.57142857,0.83333333,0.75000000,0.63462126,0.73450929,0.12851956,7,0.00005160,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,NSGA-II,baseline,1,0.56332113,0.06136538,0.96462327,0.11903848,0.18834244,0.00665392,0.96774194,0.57142857,0.83333333,0.75000000,0.63462126,0.73450929,0.12851956,7,0.00009260,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,NSGA-II,baseline,2,0.56332113,0.06136538,0.96462327,0.11903848,0.18834244,0.00665392,0.96774194,0.57142857,0.83333333,0.75000000,0.63462126,0.73450929,0.12851956,7,0.00009160,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,NSGA-II,baseline,3,0.56332113,0.06136538,0.96462327,0.11903848,0.18834244,0.00665392,0.96774194,0.57142857,0.83333333,0.75000000,0.63462126,0.73450929,0.12851956,7,0.00009060,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,MOEA/D,baseline,1,0.56332113,0.06136538,0.96462327,0.11903848,0.18834244,0.00665392,0.96774194,0.57142857,0.83333333,0.75000000,0.63462126,0.73450929,0.12851956,7,0.00009110,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,MOEA/D,baseline,2,0.56332113,0.06136538,0.96462327,0.11903848,0.18834244,0.00665392,0.96774194,0.57142857,0.83333333,0.75000000,0.63462126,0.73450929,0.12851956,7,0.00011970,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,MOEA/D,baseline,3,0.56332113,0.06136538,0.96462327,0.11903848,0.18834244,0.00665392,0.96774194,0.57142857,0.83333333,0.75000000,0.63462126,0.73450929,0.12851956,7,0.00016250,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,Standard DE,baseline,1,0.61376374,0.06333985,0.79739780,0.12242604,0.18502091,0.00371170,0.96774194,0.55555556,1.00000000,0.75000000,0.73780374,0.85231602,0.12785014,9,0.00014500,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,Standard DE,baseline,2,0.51748629,0.06424310,0.74876915,0.12256254,0.18589702,0.00369662,0.64516129,0.25000000,1.00000000,0.50000000,0.85044186,0.94528837,0.12457422,8,0.00013910,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,Standard DE,baseline,3,0.54935204,0.06387785,0.81910710,0.12093487,0.18818073,0.00516826,0.82949309,0.42857143,1.00000000,0.75000000,0.70018574,0.79530201,0.12836141,7,0.00014980,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,PSO,baseline,1,0.60218863,0.05979977,0.96414147,0.12042580,0.18413622,0.00518692,0.82437276,0.44444444,1.00000000,0.75000000,0.80630520,0.91631273,0.12344923,9,0.00011610,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,PSO,baseline,2,0.57379061,0.06403145,0.81457607,0.12095314,0.18834267,0.00517290,0.96774194,0.57142857,1.00000000,0.75000000,0.63997071,0.74245242,0.13029850,7,0.00014560,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,PSO,baseline,3,0.59793700,0.06201485,0.95335977,0.12010212,0.18569742,0.00482365,0.96774194,0.62500000,1.00000000,0.75000000,0.67273888,0.79040466,0.12765397,8,0.00015240,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,GA,baseline,1,0.57805111,0.06189280,0.95739641,0.12009111,0.18553548,0.00480149,0.84677419,0.50000000,1.00000000,0.75000000,0.73184526,0.84144346,0.12580348,8,0.00013400,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,GA,baseline,2,0.46780916,0.06993286,0.85855805,0.11744047,0.18759016,0.00147628,0.63364055,0.28571429,0.83333333,0.75000000,0.74537404,0.86404224,0.12223056,7,0.00011510,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,GA,baseline,3,0.52612723,0.06525949,0.94642278,0.11647117,0.18691341,0.00369662,0.67540323,0.25000000,1.00000000,0.75000000,0.80314419,0.91483322,0.11944701,8,0.00012540,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,Weighted Sum,baseline,1,0.45136867,0.07733066,0.40383498,0.12599887,0.19240373,0.00004059,1.00000000,1.00000000,1.00000000,0.25000000,0.40454356,0.50908782,0.14455519,7,0.00008050,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,Weighted Sum,baseline,2,0.45136867,0.07733066,0.40383498,0.12599887,0.19240373,0.00004059,1.00000000,1.00000000,1.00000000,0.25000000,0.40454356,0.50908782,0.14455519,7,0.00008790,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,Weighted Sum,baseline,3,0.45136867,0.07733066,0.40383498,0.12599887,0.19240373,0.00004059,1.00000000,1.00000000,1.00000000,0.25000000,0.40454356,0.50908782,0.14455519,7,0.00008680,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,Ablation-NoRepair,ablation,1,0.53256641,0.24289685,1.18778483,0.11826260,0.18208908,0.00665392,0.77419355,0.40000000,1.00000000,0.75000000,0.87954983,0.98850929,0.11867028,10,0.00007650,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,Ablation-NoRepair,ablation,2,0.53256641,0.24289685,1.18778483,0.11826260,0.18208908,0.00665392,0.77419355,0.40000000,1.00000000,0.75000000,0.87954983,0.98850929,0.11867028,10,0.00007540,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,Ablation-NoRepair,ablation,3,0.53256641,0.24289685,1.18778483,0.11826260,0.18208908,0.00665392,0.77419355,0.40000000,1.00000000,0.75000000,0.87954983,0.98850929,0.11867028,10,0.00007670,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,Ablation-FixedDE,ablation,1,0.56332113,0.06136538,0.96462327,0.11903848,0.18834244,0.00665392,0.96774194,0.57142857,0.83333333,0.75000000,0.63462126,0.73450929,0.12851956,7,0.00010740,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,Ablation-FixedDE,ablation,2,0.56332113,0.06136538,0.96462327,0.11903848,0.18834244,0.00665392,0.96774194,0.57142857,0.83333333,0.75000000,0.63462126,0.73450929,0.12851956,7,0.00012070,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,Ablation-FixedDE,ablation,3,0.55082061,0.06381508,0.81989813,0.12092478,0.18814318,0.00518228,0.82949309,0.42857143,1.00000000,0.75000000,0.70323452,0.79982898,0.12818647,7,0.00011550,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,Ablation-NoDiversity,ablation,1,0.46666195,0.07069762,0.59089958,0.12324902,0.19240373,0.00372562,1.00000000,1.00000000,1.00000000,0.25000000,0.39954440,0.50092252,0.14170226,7,0.00009620,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,Ablation-NoDiversity,ablation,2,0.46666195,0.07069762,0.59089958,0.12324902,0.19240373,0.00372562,1.00000000,1.00000000,1.00000000,0.25000000,0.39954440,0.50092252,0.14170226,7,0.00008310,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,Ablation-NoDiversity,ablation,3,0.46666195,0.07069762,0.59089958,0.12324902,0.19240373,0.00372562,1.00000000,1.00000000,1.00000000,0.25000000,0.39954440,0.50092252,0.14170226,7,0.00008340,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,Ablation-NoDER,ablation,1,0.42183543,0.11288529,0.94152550,0.11853263,0.18097561,0.00000000,0.34677419,0.00000000,1.00000000,0.50000000,1.00000000,1.00000000,0.11853263,10,0.00005520,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,Ablation-NoDER,ablation,2,0.39779541,0.11719148,0.74387187,0.12462400,0.17995922,0.00000000,0.32258065,0.00000000,1.00000000,0.25000000,1.00000000,1.00000000,0.12462400,10,0.00005520,public_simbench_der_storage_stress_v5
p3,load_growth_expansion,Ablation-NoDER,ablation,3,0.42183543,0.11288529,0.94152550,0.11853263,0.18097561,0.00000000,0.34677419,0.00000000,1.00000000,0.50000000,1.00000000,1.00000000,0.11853263,10,0.00005280,public_simbench_der_storage_stress_v5
p3,pareto_quality,CARS-MODE,proposed,1,0.57008894,0.04876538,0.96462327,0.11903848,0.18834244,0.00665392,0.96774194,0.57142857,0.83333333,0.75000000,0.63462126,0.73450929,0.12851956,7,0.00005760,public_simbench_der_storage_stress_v5
p3,pareto_quality,CARS-MODE,proposed,2,0.57008894,0.04876538,0.96462327,0.11903848,0.18834244,0.00665392,0.96774194,0.57142857,0.83333333,0.75000000,0.63462126,0.73450929,0.12851956,7,0.00006400,public_simbench_der_storage_stress_v5
p3,pareto_quality,CARS-MODE,proposed,3,0.57008894,0.04876538,0.96462327,0.11903848,0.18834244,0.00665392,0.96774194,0.57142857,0.83333333,0.75000000,0.63462126,0.73450929,0.12851956,7,0.00006740,public_simbench_der_storage_stress_v5
p3,pareto_quality,NSGA-II,baseline,1,0.57008894,0.04876538,0.96462327,0.11903848,0.18834244,0.00665392,0.96774194,0.57142857,0.83333333,0.75000000,0.63462126,0.73450929,0.12851956,7,0.00011130,public_simbench_der_storage_stress_v5
p3,pareto_quality,NSGA-II,baseline,2,0.57008894,0.04876538,0.96462327,0.11903848,0.18834244,0.00665392,0.96774194,0.57142857,0.83333333,0.75000000,0.63462126,0.73450929,0.12851956,7,0.00009490,public_simbench_der_storage_stress_v5
p3,pareto_quality,NSGA-II,baseline,3,0.57008894,0.04876538,0.96462327,0.11903848,0.18834244,0.00665392,0.96774194,0.57142857,0.83333333,0.75000000,0.63462126,0.73450929,0.12851956,7,0.00009380,public_simbench_der_storage_stress_v5
p3,pareto_quality,MOEA/D,baseline,1,0.57008894,0.04876538,0.96462327,0.11903848,0.18834244,0.00665392,0.96774194,0.57142857,0.83333333,0.75000000,0.63462126,0.73450929,0.12851956,7,0.00010030,public_simbench_der_storage_stress_v5
p3,pareto_quality,MOEA/D,baseline,2,0.57008894,0.04876538,0.96462327,0.11903848,0.18834244,0.00665392,0.96774194,0.57142857,0.83333333,0.75000000,0.63462126,0.73450929,0.12851956,7,0.00010130,public_simbench_der_storage_stress_v5
p3,pareto_quality,MOEA/D,baseline,3,0.56488016,0.04891897,0.96009224,0.11905675,0.18850438,0.00665856,1.00000000,0.71428571,0.83333333,0.75000000,0.57440623,0.68165970,0.13042692,7,0.00010670,public_simbench_der_storage_stress_v5
p3,pareto_quality,Standard DE,baseline,1,0.53099388,0.05158890,0.81720229,0.12195914,0.18517428,0.00332521,0.60483871,0.25000000,1.00000000,0.75000000,0.86067355,0.95961274,0.12343682,8,0.00013520,public_simbench_der_storage_stress_v5
p3,pareto_quality,Standard DE,baseline,2,0.57008894,0.04876538,0.96462327,0.11903848,0.18834244,0.00665392,0.96774194,0.57142857,0.83333333,0.75000000,0.63462126,0.73450929,0.12851956,7,0.00014320,public_simbench_der_storage_stress_v5
p3,pareto_quality,Standard DE,baseline,3,0.54725435,0.05122365,0.88754025,0.12033147,0.18745799,0.00479685,0.78341014,0.42857143,1.00000000,0.75000000,0.71041743,0.80962638,0.12720385,7,0.00015080,public_simbench_der_storage_stress_v5
p3,pareto_quality,PSO,baseline,1,0.56301611,0.05295880,0.79377335,0.12309008,0.18325177,0.00149610,0.68100358,0.33333333,1.00000000,0.75000000,0.88515528,0.99641785,0.12322236,9,0.00010760,public_simbench_der_storage_stress_v5
p3,pareto_quality,PSO,baseline,2,0.49074931,0.05508623,0.86983415,0.11775689,0.18602896,0.00185707,0.51411290,0.12500000,1.00000000,0.75000000,0.88004901,0.99176110,0.11804795,8,0.00011420,public_simbench_der_storage_stress_v5
p3,pareto_quality,PSO,baseline,3,0.58560619,0.04926126,0.95789080,0.12008385,0.18553548,0.00481901,0.84677419,0.50000000,1.00000000,0.75000000,0.73295391,0.84325425,0.12573064,8,0.00011400,public_simbench_der_storage_stress_v5
p3,pareto_quality,GA,baseline,1,0.58832266,0.05363290,0.99362842,0.11597161,0.18723706,0.00333565,0.91733871,0.50000000,1.00000000,1.00000000,0.67930993,0.80436816,0.12277793,8,0.00011320,public_simbench_der_storage_stress_v5
p3,pareto_quality,GA,baseline,2,0.58627954,0.05247771,0.73248023,0.12365172,0.18341395,0.00185347,0.78853047,0.44444444,1.00000000,0.75000000,0.82723580,0.94652336,0.12563547,9,0.00010580,public_simbench_der_storage_stress_v5
p3,pareto_quality,GA,baseline,3,0.59673674,0.05665247,0.62249865,0.12510859,0.18429840,0.00002552,0.93189964,0.55555556,1.00000000,0.75000000,0.75643879,0.87957156,0.12962858,9,0.00010560,public_simbench_der_storage_stress_v5
p3,pareto_quality,Weighted Sum,baseline,1,0.45671015,0.06473066,0.40383498,0.12599887,0.19240373,0.00004059,1.00000000,1.00000000,1.00000000,0.25000000,0.40454356,0.50908782,0.14455519,7,0.00007400,public_simbench_der_storage_stress_v5
p3,pareto_quality,Weighted Sum,baseline,2,0.45671015,0.06473066,0.40383498,0.12599887,0.19240373,0.00004059,1.00000000,1.00000000,1.00000000,0.25000000,0.40454356,0.50908782,0.14455519,7,0.00007210,public_simbench_der_storage_stress_v5
p3,pareto_quality,Weighted Sum,baseline,3,0.45671015,0.06473066,0.40383498,0.12599887,0.19240373,0.00004059,1.00000000,1.00000000,1.00000000,0.25000000,0.40454356,0.50908782,0.14455519,7,0.00007680,public_simbench_der_storage_stress_v5
