paper,experiment_id,method,method_role,repeat,hypervolume_proxy,constraint_violation_rate,investment_cost_index,loss_index,voltage_risk,hosting_capacity,reliability_proxy,survivability_rate,expected_loss_index,portfolio_size,runtime_s,source_status
p4,restoration_aware_evaluation,SHIELD-MOEA,proposed,2,0.79741262,0.01787477,0.87162378,0.12436538,0.17787477,0.00000000,1.00000000,1.00000000,0.12436538,11,0.00006530,public_simbench_planning_v1
p4,restoration_aware_evaluation,SHIELD-MOEA,proposed,3,0.79741262,0.01787477,0.87162378,0.12436538,0.17787477,0.00000000,1.00000000,1.00000000,0.12436538,11,0.00006530,public_simbench_planning_v1
p4,restoration_aware_evaluation,NSGA-II,baseline,1,0.79353087,0.01995922,0.79238525,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,0.12462400,10,0.00005790,public_simbench_planning_v1
p4,restoration_aware_evaluation,NSGA-II,baseline,2,0.79353087,0.01995922,0.79238525,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,0.12462400,10,0.00005710,public_simbench_planning_v1
p4,restoration_aware_evaluation,NSGA-II,baseline,3,0.79353087,0.01995922,0.79238525,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,0.12462400,10,0.00005760,public_simbench_planning_v1
p4,restoration_aware_evaluation,MOEA/D,baseline,1,0.79353087,0.01995922,0.79238525,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,0.12462400,10,0.00005730,public_simbench_planning_v1
p4,restoration_aware_evaluation,MOEA/D,baseline,2,0.79353087,0.01995922,0.79238525,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,0.12462400,10,0.00005680,public_simbench_planning_v1
p4,restoration_aware_evaluation,MOEA/D,baseline,3,0.79353087,0.01995922,0.79238525,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,0.12462400,10,0.00005730,public_simbench_planning_v1
p4,restoration_aware_evaluation,GA,baseline,1,0.76369003,0.02381257,0.87684044,0.12230392,0.18381257,0.00065718,0.93208472,1.00000000,0.12230392,9,0.00008850,public_simbench_planning_v1
p4,restoration_aware_evaluation,GA,baseline,2,0.78966615,0.02204367,0.71314673,0.12488263,0.18204367,0.00000000,1.00000000,1.00000000,0.12488263,9,0.00008810,public_simbench_planning_v1
p4,restoration_aware_evaluation,GA,baseline,3,0.79147564,0.02220538,0.86815308,0.12298624,0.18220538,0.00026412,1.00000000,1.00000000,0.12298624,9,0.00008710,public_simbench_planning_v1
p4,restoration_aware_evaluation,Weighted Sum,baseline,1,0.45465591,0.03240373,0.43017204,0.12599887,0.19240373,0.00000722,0.40454356,0.50908782,0.14455519,7,0.00006080,public_simbench_planning_v1
p4,restoration_aware_evaluation,Weighted Sum,baseline,2,0.45465591,0.03240373,0.43017204,0.12599887,0.19240373,0.00000722,0.40454356,0.50908782,0.14455519,7,0.00005980,public_simbench_planning_v1
p4,restoration_aware_evaluation,Weighted Sum,baseline,3,0.45465591,0.03240373,0.43017204,0.12599887,0.19240373,0.00000722,0.40454356,0.50908782,0.14455519,7,0.00005930,public_simbench_planning_v1
p4,restoration_aware_evaluation,Deterministic Planning,baseline,1,0.45465591,0.03240373,0.43017204,0.12599887,0.19240373,0.00000722,0.40454356,0.50908782,0.14455519,7,0.00006100,public_simbench_planning_v1
p4,restoration_aware_evaluation,Deterministic Planning,baseline,2,0.45465591,0.03240373,0.43017204,0.12599887,0.19240373,0.00000722,0.40454356,0.50908782,0.14455519,7,0.00006070,public_simbench_planning_v1
p4,restoration_aware_evaluation,Deterministic Planning,baseline,3,0.45465591,0.03240373,0.43017204,0.12599887,0.19240373,0.00000722,0.40454356,0.50908782,0.14455519,7,0.00006060,public_simbench_planning_v1
p4,restoration_aware_evaluation,Ablation-NoScenarioScreen,ablation,1,0.78966615,0.02204367,0.71314673,0.12488263,0.18204367,0.00000000,1.00000000,1.00000000,0.12488263,9,0.00005870,public_simbench_planning_v1
p4,restoration_aware_evaluation,Ablation-NoScenarioScreen,ablation,2,0.78966615,0.02204367,0.71314673,0.12488263,0.18204367,0.00000000,1.00000000,1.00000000,0.12488263,9,0.00005900,public_simbench_planning_v1
p4,restoration_aware_evaluation,Ablation-NoScenarioScreen,ablation,3,0.78966615,0.02204367,0.71314673,0.12488263,0.18204367,0.00000000,1.00000000,1.00000000,0.12488263,9,0.00005870,public_simbench_planning_v1
p4,restoration_aware_evaluation,Ablation-NoRepair,ablation,1,0.79353087,0.01995922,0.79238525,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,0.12462400,10,0.00006190,public_simbench_planning_v1
p4,restoration_aware_evaluation,Ablation-NoRepair,ablation,2,0.79353087,0.01995922,0.79238525,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,0.12462400,10,0.00005840,public_simbench_planning_v1
p4,restoration_aware_evaluation,Ablation-NoRepair,ablation,3,0.79353087,0.01995922,0.79238525,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,0.12462400,10,0.00005780,public_simbench_planning_v1
p4,restoration_aware_evaluation,Ablation-NoResilienceObj,ablation,1,0.79372408,0.02172812,0.95607897,0.12204530,0.18172812,0.00065718,1.00000000,1.00000000,0.12204530,10,0.00006400,public_simbench_planning_v1
p4,restoration_aware_evaluation,Ablation-NoResilienceObj,ablation,2,0.79372408,0.02172812,0.95607897,0.12204530,0.18172812,0.00065718,1.00000000,1.00000000,0.12204530,10,0.00006300,public_simbench_planning_v1
p4,restoration_aware_evaluation,Ablation-NoResilienceObj,ablation,3,0.79372408,0.02172812,0.95607897,0.12204530,0.18172812,0.00065718,1.00000000,1.00000000,0.12204530,10,0.00006280,public_simbench_planning_v1
p4,restoration_aware_evaluation,Ablation-NoOutage,ablation,1,0.79353087,0.01995922,0.79238525,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,0.12462400,10,0.00005820,public_simbench_planning_v1
p4,restoration_aware_evaluation,Ablation-NoOutage,ablation,2,0.79353087,0.01995922,0.79238525,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,0.12462400,10,0.00005870,public_simbench_planning_v1
p4,restoration_aware_evaluation,Ablation-NoOutage,ablation,3,0.79353087,0.01995922,0.79238525,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,0.12462400,10,0.00006170,public_simbench_planning_v1
p4,scenario_screening_efficiency,SHIELD-MOEA,proposed,1,0.79751684,0.01875922,0.95373395,0.12307239,0.17875922,0.00033015,1.00000000,1.00000000,0.12307239,11,0.00006800,public_simbench_planning_v1
p4,scenario_screening_efficiency,SHIELD-MOEA,proposed,2,0.79741262,0.01787477,0.87162378,0.12436538,0.17787477,0.00000000,1.00000000,1.00000000,0.12436538,11,0.00006530,public_simbench_planning_v1
p4,scenario_screening_efficiency,SHIELD-MOEA,proposed,3,0.79741262,0.01787477,0.87162378,0.12436538,0.17787477,0.00000000,1.00000000,1.00000000,0.12436538,11,0.00006480,public_simbench_planning_v1
p4,scenario_screening_efficiency,NSGA-II,baseline,1,0.79353087,0.01995922,0.79238525,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,0.12462400,10,0.00005760,public_simbench_planning_v1
p4,scenario_screening_efficiency,NSGA-II,baseline,2,0.79372408,0.02172812,0.95607897,0.12204530,0.18172812,0.00065718,1.00000000,1.00000000,0.12204530,10,0.00005770,public_simbench_planning_v1
p4,scenario_screening_efficiency,NSGA-II,baseline,3,0.79372408,0.02172812,0.95607897,0.12204530,0.18172812,0.00065718,1.00000000,1.00000000,0.12204530,10,0.00005750,public_simbench_planning_v1
p4,scenario_screening_efficiency,MOEA/D,baseline,1,0.79363417,0.02084367,0.87449543,0.12333102,0.18084367,0.00033015,1.00000000,1.00000000,0.12333102,10,0.00005710,public_simbench_planning_v1
p4,scenario_screening_efficiency,MOEA/D,baseline,2,0.79363417,0.02084367,0.87449543,0.12333102,0.18084367,0.00033015,1.00000000,1.00000000,0.12333102,10,0.00005690,public_simbench_planning_v1
p4,scenario_screening_efficiency,MOEA/D,baseline,3,0.79362310,0.02084367,0.87396879,0.12333828,0.18084367,0.00032703,1.00000000,1.00000000,0.12333828,10,0.00005670,public_simbench_planning_v1
p4,scenario_screening_efficiency,GA,baseline,1,0.76972989,0.02308983,0.95026325,0.12169325,0.18308983,0.00059426,0.94342505,1.00000000,0.12169325,9,0.00008860,public_simbench_planning_v1
p4,scenario_screening_efficiency,GA,baseline,2,0.72391566,0.02426827,0.96875662,0.11823481,0.18426827,0.00033180,0.83932918,0.96767807,0.11938128,9,0.00008810,public_simbench_planning_v1
p4,scenario_screening_efficiency,GA,baseline,3,0.75183507,0.02252926,0.85850002,0.12302278,0.18252926,0.00026577,0.89879117,1.00000000,0.12302278,9,0.00008720,public_simbench_planning_v1
p4,scenario_screening_efficiency,Weighted Sum,baseline,1,0.45465591,0.03240373,0.43017204,0.12599887,0.19240373,0.00000722,0.40454356,0.50908782,0.14455519,7,0.00006160,public_simbench_planning_v1
p4,scenario_screening_efficiency,Weighted Sum,baseline,2,0.45465591,0.03240373,0.43017204,0.12599887,0.19240373,0.00000722,0.40454356,0.50908782,0.14455519,7,0.00008120,public_simbench_planning_v1
p4,scenario_screening_efficiency,Weighted Sum,baseline,3,0.45465591,0.03240373,0.43017204,0.12599887,0.19240373,0.00000722,0.40454356,0.50908782,0.14455519,7,0.00006820,public_simbench_planning_v1
p4,scenario_screening_efficiency,Deterministic Planning,baseline,1,0.45465591,0.03240373,0.43017204,0.12599887,0.19240373,0.00000722,0.40454356,0.50908782,0.14455519,7,0.00007150,public_simbench_planning_v1
p4,scenario_screening_efficiency,Deterministic Planning,baseline,2,0.45465591,0.03240373,0.43017204,0.12599887,0.19240373,0.00000722,0.40454356,0.50908782,0.14455519,7,0.00007520,public_simbench_planning_v1
p4,scenario_screening_efficiency,Deterministic Planning,baseline,3,0.45465591,0.03240373,0.43017204,0.12599887,0.19240373,0.00000722,0.40454356,0.50908782,0.14455519,7,0.00007880,public_simbench_planning_v1
p4,scenario_screening_efficiency,Ablation-NoScenarioScreen,ablation,1,0.78966615,0.02204367,0.71314673,0.12488263,0.18204367,0.00000000,1.00000000,1.00000000,0.12488263,9,0.00007510,public_simbench_planning_v1
p4,scenario_screening_efficiency,Ablation-NoScenarioScreen,ablation,2,0.78966615,0.02204367,0.71314673,0.12488263,0.18204367,0.00000000,1.00000000,1.00000000,0.12488263,9,0.00006390,public_simbench_planning_v1
p4,scenario_screening_efficiency,Ablation-NoScenarioScreen,ablation,3,0.78976851,0.02292812,0.79525690,0.12358964,0.18292812,0.00033015,1.00000000,1.00000000,0.12358964,9,0.00006770,public_simbench_planning_v1
p4,scenario_screening_efficiency,Ablation-NoRepair,ablation,1,0.79363417,0.02084367,0.87449543,0.12333102,0.18084367,0.00033015,1.00000000,1.00000000,0.12333102,10,0.00006180,public_simbench_planning_v1
p4,scenario_screening_efficiency,Ablation-NoRepair,ablation,2,0.79353087,0.01995922,0.79238525,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,0.12462400,10,0.00006150,public_simbench_planning_v1
p4,scenario_screening_efficiency,Ablation-NoRepair,ablation,3,0.79362310,0.02084367,0.87396879,0.12333828,0.18084367,0.00032703,1.00000000,1.00000000,0.12333828,10,0.00006830,public_simbench_planning_v1
p4,scenario_screening_efficiency,Ablation-NoResilienceObj,ablation,1,0.71817581,0.02589702,0.79760192,0.12256254,0.18589702,0.00065718,0.85044186,0.94528837,0.12457422,8,0.00010490,public_simbench_planning_v1
p4,scenario_screening_efficiency,Ablation-NoResilienceObj,ablation,2,0.57985563,0.03026518,0.79328861,0.12119349,0.19026518,0.00091880,0.61854288,0.71063535,0.13171423,6,0.00008520,public_simbench_planning_v1
p4,scenario_screening_efficiency,Ablation-NoResilienceObj,ablation,3,0.79372408,0.02172812,0.95607897,0.12204530,0.18172812,0.00065718,1.00000000,1.00000000,0.12204530,10,0.00007390,public_simbench_planning_v1
p4,scenario_screening_efficiency,Ablation-NoOutage,ablation,1,0.79363417,0.02084367,0.87449543,0.12333102,0.18084367,0.00033015,1.00000000,1.00000000,0.12333102,10,0.00006850,public_simbench_planning_v1
p4,scenario_screening_efficiency,Ablation-NoOutage,ablation,2,0.79353087,0.01995922,0.79238525,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,0.12462400,10,0.00006210,public_simbench_planning_v1
p4,scenario_screening_efficiency,Ablation-NoOutage,ablation,3,0.79362310,0.02084367,0.87396879,0.12333828,0.18084367,0.00032703,1.00000000,1.00000000,0.12333828,10,0.00007500,public_simbench_planning_v1
p4,pareto_quality,SHIELD-MOEA,proposed,1,0.79741262,0.01787477,0.87162378,0.12436538,0.17787477,0.00000000,1.00000000,1.00000000,0.12436538,11,0.00008110,public_simbench_planning_v1
p4,pareto_quality,SHIELD-MOEA,proposed,2,0.79741262,0.01787477,0.87162378,0.12436538,0.17787477,0.00000000,1.00000000,1.00000000,0.12436538,11,0.00006650,public_simbench_planning_v1
p4,pareto_quality,SHIELD-MOEA,proposed,3,0.79741262,0.01787477,0.87162378,0.12436538,0.17787477,0.00000000,1.00000000,1.00000000,0.12436538,11,0.00007300,public_simbench_planning_v1
p4,pareto_quality,NSGA-II,baseline,1,0.79362310,0.02084367,0.87396879,0.12333828,0.18084367,0.00032703,1.00000000,1.00000000,0.12333828,10,0.00006650,public_simbench_planning_v1
p4,pareto_quality,NSGA-II,baseline,2,0.79353087,0.01995922,0.79238525,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,0.12462400,10,0.00005780,public_simbench_planning_v1
p4,pareto_quality,NSGA-II,baseline,3,0.79363417,0.02084367,0.87449543,0.12333102,0.18084367,0.00033015,1.00000000,1.00000000,0.12333102,10,0.00005710,public_simbench_planning_v1
p4,pareto_quality,MOEA/D,baseline,1,0.79362310,0.02084367,0.87396879,0.12333828,0.18084367,0.00032703,1.00000000,1.00000000,0.12333828,10,0.00005930,public_simbench_planning_v1
p4,pareto_quality,MOEA/D,baseline,2,0.79353087,0.01995922,0.79238525,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,0.12462400,10,0.00007170,public_simbench_planning_v1
p4,pareto_quality,MOEA/D,baseline,3,0.79362310,0.02084367,0.87396879,0.12333828,0.18084367,0.00032703,1.00000000,1.00000000,0.12333828,10,0.00007870,public_simbench_planning_v1
p4,pareto_quality,GA,baseline,1,0.60597223,0.02710512,0.92999636,0.12076999,0.18710512,0.00092315,0.65081142,0.75970622,0.12947608,8,0.00011160,public_simbench_planning_v1
p4,pareto_quality,GA,baseline,2,0.76369003,0.02381257,0.87684044,0.12230392,0.18381257,0.00065718,0.93208472,1.00000000,0.12230392,9,0.00009110,public_simbench_planning_v1
p4,pareto_quality,GA,baseline,3,0.76974436,0.02309006,0.79043037,0.12360791,0.18309006,0.00033097,0.94877451,1.00000000,0.12360791,9,0.00008910,public_simbench_planning_v1
p4,pareto_quality,Weighted Sum,baseline,1,0.45465591,0.03240373,0.43017204,0.12599887,0.19240373,0.00000722,0.40454356,0.50908782,0.14455519,7,0.00006110,public_simbench_planning_v1
p4,pareto_quality,Weighted Sum,baseline,2,0.45465591,0.03240373,0.43017204,0.12599887,0.19240373,0.00000722,0.40454356,0.50908782,0.14455519,7,0.00006020,public_simbench_planning_v1
p4,pareto_quality,Weighted Sum,baseline,3,0.45465591,0.03240373,0.43017204,0.12599887,0.19240373,0.00000722,0.40454356,0.50908782,0.14455519,7,0.00005890,public_simbench_planning_v1
p4,pareto_quality,Deterministic Planning,baseline,1,0.45465591,0.03240373,0.43017204,0.12599887,0.19240373,0.00000722,0.40454356,0.50908782,0.14455519,7,0.00006150,public_simbench_planning_v1
p4,pareto_quality,Deterministic Planning,baseline,2,0.45465591,0.03240373,0.43017204,0.12599887,0.19240373,0.00000722,0.40454356,0.50908782,0.14455519,7,0.00006120,public_simbench_planning_v1
p4,pareto_quality,Deterministic Planning,baseline,3,0.45465591,0.03240373,0.43017204,0.12599887,0.19240373,0.00000722,0.40454356,0.50908782,0.14455519,7,0.00006580,public_simbench_planning_v1
p4,pareto_quality,Ablation-NoScenarioScreen,ablation,1,0.78975749,0.02292812,0.79473027,0.12359691,0.18292812,0.00032703,1.00000000,1.00000000,0.12359691,9,0.00005960,public_simbench_planning_v1
p4,pareto_quality,Ablation-NoScenarioScreen,ablation,2,0.78975749,0.02292812,0.79473027,0.12359691,0.18292812,0.00032703,1.00000000,1.00000000,0.12359691,9,0.00005930,public_simbench_planning_v1
p4,pareto_quality,Ablation-NoScenarioScreen,ablation,3,0.78966615,0.02204367,0.71314673,0.12488263,0.18204367,0.00000000,1.00000000,1.00000000,0.12488263,9,0.00005800,public_simbench_planning_v1
p4,pareto_quality,Ablation-NoRepair,ablation,1,0.79353087,0.01995922,0.79238525,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,0.12462400,10,0.00005900,public_simbench_planning_v1
p4,pareto_quality,Ablation-NoRepair,ablation,2,0.79372408,0.02172812,0.95607897,0.12204530,0.18172812,0.00065718,1.00000000,1.00000000,0.12204530,10,0.00005780,public_simbench_planning_v1
p4,pareto_quality,Ablation-NoRepair,ablation,3,0.79363417,0.02084367,0.87449543,0.12333102,0.18084367,0.00033015,1.00000000,1.00000000,0.12333102,10,0.00005740,public_simbench_planning_v1
p4,pareto_quality,Ablation-NoResilienceObj,ablation,1,0.71817581,0.02589702,0.79760192,0.12256254,0.18589702,0.00065718,0.85044186,0.94528837,0.12457422,8,0.00008860,public_simbench_planning_v1
p4,pareto_quality,Ablation-NoResilienceObj,ablation,2,0.79372408,0.02172812,0.95607897,0.12204530,0.18172812,0.00065718,1.00000000,1.00000000,0.12204530,10,0.00006580,public_simbench_planning_v1
p4,pareto_quality,Ablation-NoResilienceObj,ablation,3,0.71817581,0.02589702,0.79760192,0.12256254,0.18589702,0.00065718,0.85044186,0.94528837,0.12457422,8,0.00010120,public_simbench_planning_v1
p4,pareto_quality,Ablation-NoOutage,ablation,1,0.79353087,0.01995922,0.79238525,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,0.12462400,10,0.00006600,public_simbench_planning_v1
p4,pareto_quality,Ablation-NoOutage,ablation,2,0.79372408,0.02172812,0.95607897,0.12204530,0.18172812,0.00065718,1.00000000,1.00000000,0.12204530,10,0.00006950,public_simbench_planning_v1
p4,pareto_quality,Ablation-NoOutage,ablation,3,0.79353087,0.01995922,0.79238525,0.12462400,0.17995922,0.00000000,1.00000000,1.00000000,0.12462400,10,0.00005770,public_simbench_planning_v1
p4,unseen_stress_generalization,SHIELD-MOEA,proposed,1,0.76640918,0.01787477,0.87162378,0.12436538,0.19210475,0.00000000,1.00000000,0.91000000,0.12772325,11,0.00006660,public_simbench_planning_v1
p4,unseen_stress_generalization,SHIELD-MOEA,proposed,2,0.76642761,0.01875922,0.95373395,0.12307239,0.19305996,0.00033015,1.00000000,0.91000000,0.12639535,11,0.00006530,public_simbench_planning_v1
p4,unseen_stress_generalization,SHIELD-MOEA,proposed,3,0.76640918,0.01787477,0.87162378,0.12436538,0.19210475,0.00000000,1.00000000,0.91000000,0.12772325,11,0.00006480,public_simbench_planning_v1
p4,unseen_stress_generalization,NSGA-II,baseline,1,0.76250388,0.02084367,0.87449543,0.12333102,0.19531116,0.00033015,1.00000000,0.91000000,0.12666095,10,0.00005750,public_simbench_planning_v1
p4,unseen_stress_generalization,NSGA-II,baseline,2,0.76248639,0.01995922,0.79238525,0.12462400,0.19435596,0.00000000,1.00000000,0.91000000,0.12798885,10,0.00005690,public_simbench_planning_v1
p4,unseen_stress_generalization,NSGA-II,baseline,3,0.76250388,0.02084367,0.87449543,0.12333102,0.19531116,0.00033015,1.00000000,0.91000000,0.12666095,10,0.00005660,public_simbench_planning_v1
p4,unseen_stress_generalization,MOEA/D,baseline,1,0.76250388,0.02084367,0.87449543,0.12333102,0.19531116,0.00033015,1.00000000,0.91000000,0.12666095,10,0.00005690,public_simbench_planning_v1
p4,unseen_stress_generalization,MOEA/D,baseline,2,0.76248639,0.01995922,0.79238525,0.12462400,0.19435596,0.00000000,1.00000000,0.91000000,0.12798885,10,0.00005740,public_simbench_planning_v1
p4,unseen_stress_generalization,MOEA/D,baseline,3,0.76249324,0.02084367,0.87396879,0.12333828,0.19531116,0.00032703,1.00000000,0.91000000,0.12666842,10,0.00005730,public_simbench_planning_v1
p4,unseen_stress_generalization,GA,baseline,1,0.66486245,0.02533622,0.86567156,0.12197741,0.20016312,0.00059197,0.80045852,0.82515446,0.12837557,8,0.00009800,public_simbench_planning_v1
p4,unseen_stress_generalization,GA,baseline,2,0.75858085,0.02204367,0.71314673,0.12488263,0.19660716,0.00000000,1.00000000,0.91000000,0.12825446,9,0.00008920,public_simbench_planning_v1
p4,unseen_stress_generalization,GA,baseline,3,0.65706698,0.02605897,0.79277539,0.12258082,0.20094368,0.00065800,0.79022683,0.81211929,0.12948999,8,0.00009650,public_simbench_planning_v1
p4,unseen_stress_generalization,Weighted Sum,baseline,1,0.43754012,0.03240373,0.43017204,0.12599887,0.20779603,0.00000722,0.40454356,0.46326991,0.14628709,7,0.00006130,public_simbench_planning_v1
p4,unseen_stress_generalization,Weighted Sum,baseline,2,0.43754012,0.03240373,0.43017204,0.12599887,0.20779603,0.00000722,0.40454356,0.46326991,0.14628709,7,0.00005980,public_simbench_planning_v1
p4,unseen_stress_generalization,Weighted Sum,baseline,3,0.43754012,0.03240373,0.43017204,0.12599887,0.20779603,0.00000722,0.40454356,0.46326991,0.14628709,7,0.00005950,public_simbench_planning_v1
p4,unseen_stress_generalization,Deterministic Planning,baseline,1,0.43754012,0.03240373,0.43017204,0.12599887,0.20779603,0.00000722,0.40454356,0.46326991,0.14628709,7,0.00006480,public_simbench_planning_v1
p4,unseen_stress_generalization,Deterministic Planning,baseline,2,0.43754012,0.03240373,0.43017204,0.12599887,0.20779603,0.00000722,0.40454356,0.46326991,0.14628709,7,0.00006250,public_simbench_planning_v1
p4,unseen_stress_generalization,Deterministic Planning,baseline,3,0.43754012,0.03240373,0.43017204,0.12599887,0.20779603,0.00000722,0.40454356,0.46326991,0.14628709,7,0.00005930,public_simbench_planning_v1
p4,unseen_stress_generalization,Ablation-NoScenarioScreen,ablation,1,0.75858085,0.02204367,0.71314673,0.12488263,0.19660716,0.00000000,1.00000000,0.91000000,0.12825446,9,0.00005770,public_simbench_planning_v1
p4,unseen_stress_generalization,Ablation-NoScenarioScreen,ablation,2,0.75858682,0.02292812,0.79473027,0.12359691,0.19756237,0.00032703,1.00000000,0.91000000,0.12693402,9,0.00005780,public_simbench_planning_v1
p4,unseen_stress_generalization,Ablation-NoScenarioScreen,ablation,3,0.75858682,0.02292812,0.79473027,0.12359691,0.19756237,0.00032703,1.00000000,0.91000000,0.12693402,9,0.00005750,public_simbench_planning_v1
p4,unseen_stress_generalization,Ablation-NoRepair,ablation,1,0.76249324,0.02084367,0.87396879,0.12333828,0.19531116,0.00032703,1.00000000,0.91000000,0.12666842,10,0.00005730,public_simbench_planning_v1
p4,unseen_stress_generalization,Ablation-NoRepair,ablation,2,0.76248639,0.01995922,0.79238525,0.12462400,0.19435596,0.00000000,1.00000000,0.91000000,0.12798885,10,0.00005690,public_simbench_planning_v1
p4,unseen_stress_generalization,Ablation-NoRepair,ablation,3,0.76248639,0.01995922,0.79238525,0.12462400,0.19435596,0.00000000,1.00000000,0.91000000,0.12798885,10,0.00016550,public_simbench_planning_v1
p4,unseen_stress_generalization,Ablation-NoResilienceObj,ablation,1,0.68904451,0.02589702,0.79760192,0.12256254,0.20076878,0.00065718,0.85044186,0.86021242,0.12770236,8,0.00012230,public_simbench_planning_v1
p4,unseen_stress_generalization,Ablation-NoResilienceObj,ablation,2,0.76250832,0.02172812,0.95607897,0.12204530,0.19626637,0.00065718,1.00000000,0.91000000,0.12534052,10,0.00007950,public_simbench_planning_v1
p4,unseen_stress_generalization,Ablation-NoResilienceObj,ablation,3,0.76250832,0.02172812,0.95607897,0.12204530,0.19626637,0.00065718,1.00000000,0.91000000,0.12534052,10,0.00007270,public_simbench_planning_v1
p4,unseen_stress_generalization,Ablation-NoOutage,ablation,1,0.76248639,0.01995922,0.79238525,0.12462400,0.19435596,0.00000000,1.00000000,0.91000000,0.12798885,10,0.00006560,public_simbench_planning_v1
p4,unseen_stress_generalization,Ablation-NoOutage,ablation,2,0.76248639,0.01995922,0.79238525,0.12462400,0.19435596,0.00000000,1.00000000,0.91000000,0.12798885,10,0.00006230,public_simbench_planning_v1
p4,unseen_stress_generalization,Ablation-NoOutage,ablation,3,0.76248639,0.01995922,0.79238525,0.12462400,0.19435596,0.00000000,1.00000000,0.91000000,0.12798885,10,0.00006450,public_simbench_planning_v1
